,index,date,observer,oc,oce,source
0,1,2021-08-12,Manfred Raetz,-0.7,0.9,ExoClock observation
1,2,2021-08-07,Martin Crow,-5.5,1.9,ExoClock observation
2,3,2021-08-01,Georgios Lekkas,0.7,2.6,ExoClock observation
3,4,2021-07-22,Manfred Raetz,-1.6,1.3,ExoClock observation
4,5,2021-07-12,Adam Popowicz,-6.2,2.4,ExoClock observation
5,6,2020-09-14,Martin Crow,0.8,1.3,ExoClock observation
6,7,2018-05-26,Alessandro Marchini,3.9,1.9,ExoClock observation
7,8,2017-08-08,Alessandro Marchini,-0.1,1.2,ExoClock observation
8,9,2017-08-02,Ana\xc3\xabl W\xc3\xbcnsche,-0.5,0.9,ExoClock observation
9,0,2009-12-18,H\xc3\xa9brard et al. 2013,0.4,1.4,ExoClock literature
