,index,date,observer,oc,oce,source
0,1,2022-02-01,Claudio Lopresti,1.0,1.7,ExoClock observation
1,2,2022-01-18,Paolo Arcangelo Matassa,4.9,4.3,ExoClock observation
2,3,2022-01-04,Mark Salisbury,1.2,0.9,ExoClock observation
3,4,2022-01-02,Yves Jongen,-2.6,2.2,ExoClock observation
4,5,2021-12-08,Francesco Scaggiante,4.3,1.7,ExoClock observation
5,6,2021-03-31,Mario Morales Aimar,0.8,3.0,ExoClock observation
6,7,2021-03-17,Yves Jongen,-1.4,1.7,ExoClock observation
7,8,2020-12-26,Jean-Claude MARIO,-1.3,1.6,ExoClock observation
8,9,2020-11-26,Yves Jongen,-1.5,2.9,ExoClock observation
9,10,2020-10-20,Carmelo Falco,2.7,1.6,ExoClock observation
10,11,2020-03-22,John Savage,-5.0,3.2,ExoClock observation
11,12,2020-02-23,Ana\xc3\xabl W\xc3\xbcnsche,0.4,1.4,ExoClock observation
12,13,2020-02-12,Mauro Cal\xc3\xb3,2.8,2.7,ExoClock observation
13,14,2020-01-29,Ana\xc3\xabl W\xc3\xbcnsche,3.7,2.0,ExoClock observation
14,15,2020-01-01,Alessandro Marchini,-5.6,2.0,ExoClock observation
15,16,2019-03-28,Ana\xc3\xabl W\xc3\xbcnsche,-2.2,2.0,ExoClock observation
16,17,2019-02-17,Ana\xc3\xabl W\xc3\xbcnsche,-1.3,1.7,ExoClock observation
17,18,2018-03-19,Ana\xc3\xabl W\xc3\xbcnsche,-2.0,1.9,ExoClock observation
18,0,2013-09-18,Huang et al. 2015,0.1,0.6,ExoClock literature
