,index,date,observer,oc,oce,source
0,12,2021-11-05,Ana\xc3\xabl W\xc3\xbcnsche,1.3,0.7,ExoClock observation
1,14,2021-08-13,Yves Jongen,0.7,0.6,ExoClock observation
2,13,2021-08-13,Ana\xc3\xabl W\xc3\xbcnsche,1.7,0.7,ExoClock observation
3,15,2020-11-07,Yves Jongen,2.6,0.6,ExoClock observation
4,16,2020-09-21,Yves Jongen,1.5,0.7,ExoClock observation
5,17,2020-08-15,Yves Jongen,-0.0,0.7,ExoClock observation
6,0,2012-07-23,Nikolov et al. 2015,-0.3,0.1,ExoClock literature
7,1,2012-06-16,Nikolov et al. 2015,-0.3,0.2,ExoClock literature
8,2,2012-06-10,Nikolov et al. 2015,0.0,0.2,ExoClock literature
9,3,2010-09-07,Dragomir et al. 2011,-0.5,0.8,ExoClock literature
10,4,2010-08-01,Tregloan-Reed et al. 2015,-0.2,0.1,ExoClock literature
11,5,2010-07-02,Baluev et al. 2019,-0.5,0.1,ExoClock literature
12,6,2009-08-30,Tregloan-Reed et al. 2015,-0.1,0.2,ExoClock literature
13,7,2009-08-03,Tregloan-Reed et al. 2015,-0.2,0.2,ExoClock literature
14,8,2009-06-27,Tregloan-Reed et al. 2015,-0.1,0.3,ExoClock literature
15,9,2008-06-15,Dragomir et al. 2011,0.5,0.2,ExoClock literature
16,10,2008-05-09,Gillon et al. 2009,0.6,0.2,ExoClock literature
17,11,2007-11-20,Kammer et al. 2015,0.9,0.2,ExoClock literature
