,index,date,observer,oc,oce,source
0,58,2022-03-01,Paolo Arcangelo Matassa,-1.1,2.7,ExoClock observation
1,57,2022-03-01,Sebastien Brouillard,1.2,1.0,ExoClock observation
2,56,2022-03-01,Stefano Lora,2.1,1.3,ExoClock observation
3,59,2022-01-19,Paolo Arcangelo Matassa,1.7,1.9,ExoClock observation
4,60,2021-07-03,Adam Popowicz,1.0,2.0,ExoClock observation
5,61,2021-06-08,Andre Kovacs,1.1,4.3,ExoClock observation
6,62,2021-05-19,Yves Jongen,0.3,0.4,ExoClock observation
7,63,2021-04-24,Andre Kovacs,-3.5,4.3,ExoClock observation
8,64,2021-04-11,Andre Kovacs,5.4,4.3,ExoClock observation
9,65,2021-04-04,Martin Smith,7.0,4.3,ExoClock observation
10,66,2021-04-04,Xesco Rubia,1.3,1.2,ExoClock observation
11,67,2021-04-04,Matthieu Bachschmidt,0.7,0.4,ExoClock observation
12,68,2021-04-04,Massimiliano Mannucci,0.6,0.6,ExoClock observation
13,69,2021-04-04,Didier Laloum,-0.9,1.2,ExoClock observation
14,70,2021-04-04,Stephane Neveu,-1.5,1.7,ExoClock observation
15,71,2021-03-23,Yves Jongen,1.6,0.7,ExoClock observation
16,72,2021-03-19,Yves Jongen,-0.8,1.3,ExoClock observation
17,73,2021-02-09,Andre Kovacs,6.4,2.9,ExoClock observation
18,74,2020-12-07,T\xc3\xb5nis Eenm\xc3\xa4e,3.0,0.9,ExoClock observation
19,75,2020-06-23,Patrick Brandebourg,-0.1,1.2,ExoClock observation
20,76,2020-06-06,Fabio Mortari,3.0,1.6,ExoClock observation
21,77,2020-05-09,Keith Rickard,-1.7,2.3,ExoClock observation
22,78,2020-04-22,Simon Dawes,2.3,1.0,ExoClock observation
23,79,2020-04-22,Martin Crow,1.3,0.7,ExoClock observation
24,80,2020-04-22,Manfred Raetz,0.9,0.4,ExoClock observation
25,81,2020-04-06,Alessandro Marchini,2.7,1.2,ExoClock observation
26,82,2020-04-06,Alberto Tomatis,2.1,1.0,ExoClock observation
27,83,2020-04-06,Fabio Salvaggio,0.8,1.2,ExoClock observation
28,84,2020-04-06,Claudio Lopresti,0.6,1.3,ExoClock observation
29,85,2020-04-06,Manfred Raetz,-0.9,1.4,ExoClock observation
30,86,2020-04-06,Mauro Cal\xc3\xb3,-2.2,1.4,ExoClock observation
31,87,2020-04-06,Ana\xc3\xabl W\xc3\xbcnsche,-3.2,1.6,ExoClock observation
32,88,2020-04-03,Taewoo Kim,0.2,0.4,ExoClock observation
33,89,2020-04-03,Taewoo Kim,0.1,0.4,ExoClock observation
34,90,2020-03-25,Filip Walter,3.1,1.0,ExoClock observation
35,91,2020-03-25,Manfred Raetz,0.3,0.7,ExoClock observation
36,92,2020-03-25,Adrian Jones,-1.1,0.9,ExoClock observation
37,93,2020-03-25,John Savage,-2.6,1.6,ExoClock observation
38,94,2020-03-08,Danilo Sedita,-5.6,1.3,ExoClock observation
39,95,2020-02-21,Vikrant Kumar Agnihotri,2.3,1.2,ExoClock observation
40,96,2019-02-14,Ana\xc3\xabl W\xc3\xbcnsche,-1.1,0.7,ExoClock observation
41,0,2017-07-06,Alexoudi et al. 2018,-0.0,0.5,ExoClock literature
42,1,2017-06-04,Alexoudi et al. 2018,0.1,0.6,ExoClock literature
43,2,2017-05-19,Alexoudi et al. 2018,1.2,0.6,ExoClock literature
44,3,2017-05-19,Alexoudi et al. 2018,0.2,0.2,ExoClock literature
45,4,2017-05-19,Alexoudi et al. 2018,-0.9,0.7,ExoClock literature
46,5,2017-05-06,Alexoudi et al. 2018,3.0,0.5,ExoClock literature
47,7,2017-05-02,\xc3\x96zt\xc3\xbcrk et al. 2019,-1.7,0.4,ExoClock literature
48,6,2017-05-02,Alexoudi et al. 2018,-1.3,0.5,ExoClock literature
49,97,2017-04-16,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,0.7,ExoClock observation
50,8,2017-04-16,\xc3\x96zt\xc3\xbcrk et al. 2019,-0.7,0.4,ExoClock literature
51,9,2017-04-04,\xc3\x96zt\xc3\xbcrk et al. 2019,-0.4,0.6,ExoClock literature
52,10,2017-03-25,Yan et al. 2020,-0.0,0.1,ExoClock literature
53,11,2017-03-22,Alexoudi et al. 2018,-1.4,0.6,ExoClock literature
54,13,2017-03-18,Alexoudi et al. 2018,-0.4,0.5,ExoClock literature
55,12,2017-03-18,\xc3\x96zt\xc3\xbcrk et al. 2019,-0.2,0.4,ExoClock literature
56,14,2017-02-18,\xc3\x96zt\xc3\xbcrk et al. 2019,-1.5,0.7,ExoClock literature
57,15,2017-02-01,\xc3\x96zt\xc3\xbcrk et al. 2019,1.1,0.3,ExoClock literature
58,16,2016-05-08,Alexoudi et al. 2018,-0.1,0.4,ExoClock literature
59,98,2016-05-04,Ana\xc3\xabl W\xc3\xbcnsche,-0.1,1.0,ExoClock observation
60,99,2015-07-23,Ana\xc3\xabl W\xc3\xbcnsche,3.4,1.3,ExoClock observation
61,100,2015-04-12,Ana\xc3\xabl W\xc3\xbcnsche,0.9,0.6,ExoClock observation
62,101,2015-02-10,Ana\xc3\xabl W\xc3\xbcnsche,1.1,0.7,ExoClock observation
63,17,2014-06-01,Sada et al. 2016,1.5,0.6,ExoClock literature
64,18,2014-05-28,Mallonn et al. 2015,-0.2,0.3,ExoClock literature
65,19,2014-05-28,Mallonn et al. 2015,-2.7,0.9,ExoClock literature
66,20,2014-05-16,Mallonn et al. 2015,3.2,1.3,ExoClock literature
67,24,2014-03-16,Mallonn et al. 2015,-0.5,0.2,ExoClock literature
68,25,2014-03-16,Mallonn et al. 2015,-0.8,0.3,ExoClock literature
69,21,2014-03-16,Mallonn et al. 2015,0.4,0.9,ExoClock literature
70,23,2014-03-16,Mallonn et al. 2015,-0.0,0.1,ExoClock literature
71,22,2014-03-16,Mallonn et al. 2015,0.2,0.4,ExoClock literature
72,26,2014-03-09,Hinse et al. 2015,-1.3,0.6,ExoClock literature
73,27,2014-02-28,Mallonn et al. 2015,-1.5,0.5,ExoClock literature
74,28,2014-01-20,Turner et al. 2017,-1.7,0.7,ExoClock literature
75,29,2013-06-19,Sada et al. 2016,-0.5,0.7,ExoClock literature
76,30,2013-04-06,Mallonn et al. 2015,0.3,1.2,ExoClock literature
77,31,2013-04-06,Mallonn et al. 2015,-0.3,0.7,ExoClock literature
78,32,2012-06-08,Sada et al. 2016,-0.2,0.7,ExoClock literature
79,33,2012-06-05,Mallonn et al. 2015,-1.5,0.9,ExoClock literature
80,34,2012-05-23,Sada et al. 2016,-0.3,0.5,ExoClock literature
81,35,2012-05-07,Mallonn et al. 2015,-1.2,0.9,ExoClock literature
82,36,2012-05-03,Mallonn et al. 2015,-0.6,0.7,ExoClock literature
83,37,2012-04-24,Sada et al. 2016,-0.6,0.5,ExoClock literature
84,38,2012-03-19,Mallonn et al. 2015,1.2,0.2,ExoClock literature
85,39,2012-02-07,Mallonn et al. 2015,0.9,0.8,ExoClock literature
86,40,2011-06-24,Mallonn et al. 2015,-0.2,0.4,ExoClock literature
87,41,2011-06-07,Mallonn et al. 2015,-0.8,0.2,ExoClock literature
88,42,2011-05-29,Line et al. 2013,0.5,0.3,ExoClock literature
89,43,2011-05-26,Mallonn et al. 2015,-0.3,0.4,ExoClock literature
90,44,2011-05-13,Lee et al. 2012,1.8,0.3,ExoClock literature
91,45,2011-05-10,Mallonn et al. 2015,-1.1,0.3,ExoClock literature
92,46,2011-04-27,Sada et al. 2016,-0.7,0.7,ExoClock literature
93,47,2011-04-23,Mallonn et al. 2015,3.3,0.7,ExoClock literature
94,48,2011-04-14,Lee et al. 2012,0.3,0.4,ExoClock literature
95,49,2011-04-07,Mallonn et al. 2015,-0.4,0.6,ExoClock literature
96,50,2011-03-29,Lee et al. 2012,1.3,0.3,ExoClock literature
97,51,2011-03-10,Mallonn et al. 2015,0.0,0.2,ExoClock literature
98,52,2010-05-31,Sada et al. 2012,-1.3,0.3,ExoClock literature
99,53,2010-05-11,Mancini et al. 2018,-1.7,0.3,ExoClock literature
100,54,2007-11-14,Hartman et al. 2009,-0.4,0.3,ExoClock literature
101,55,2007-03-28,Turner et al. 2017,0.8,0.2,ExoClock literature
