date,observer,oc,oce,source
2021-10-25,Trevor Gainey,-0.9,2.3,ExoClock observation
2021-10-08,aziz kaeouach,1.0,1.4,ExoClock observation
2021-10-08,Ana\xc3\xabl W\xc3\xbcnsche,0.3,1.0,ExoClock observation
2021-10-04,Yves Jongen,-1.5,0.6,ExoClock observation
2021-09-17,Yves Jongen,0.1,0.7,ExoClock observation
2021-08-01,Maurice Audejean,-1.7,0.9,ExoClock observation
2021-07-26,Nello Ruocco,-0.1,1.6,ExoClock observation
2021-07-16,Tim Haymes,0.5,1.9,ExoClock observation
2021-06-12,Yves Jongen,-1.5,1.0,ExoClock observation
2020-10-31,Ferran Grau Horta,-0.3,1.4,ExoClock observation
2020-08-24,Yves Jongen,-0.3,0.7,ExoClock observation
2020-08-18,Iakovos Strikis,-0.7,2.0,ExoClock observation
2020-08-01,Adam Popowicz,1.1,2.6,ExoClock observation
2020-07-28,Adrian Jones,-1.4,1.2,ExoClock observation
2020-06-28,Mauro Cal\xc3\xb3,3.8,1.6,ExoClock observation
2020-06-28,Claudio Lopresti,0.1,1.3,ExoClock observation
2020-06-28,Dim Stouraitis,-1.1,1.2,ExoClock observation
2020-06-18,Fabio Mortari,-3.0,1.2,ExoClock observation
2020-06-01,Adrian Jones,2.1,1.4,ExoClock observation
2019-09-28,Yves Jongen,0.0,0.6,ExoClock observation
2019-09-17,Ana\xc3\xabl W\xc3\xbcnsche,0.8,0.6,ExoClock observation
2019-08-14,Ana\xc3\xabl W\xc3\xbcnsche,0.6,0.6,ExoClock observation
2019-08-04,Ana\xc3\xabl W\xc3\xbcnsche,0.8,0.6,ExoClock observation
2018-10-21,Ana\xc3\xabl W\xc3\xbcnsche,-0.2,1.0,ExoClock observation
2018-09-06,Maciejewski et al. 2018,-0.4,0.5,ExoClock literature
2018-08-27,Ana\xc3\xabl W\xc3\xbcnsche,0.1,0.9,ExoClock observation
2018-08-08,Maciejewski et al. 2018,0.1,0.7,ExoClock literature
2018-08-03,Maciejewski et al. 2018,0.0,0.5,ExoClock literature
2018-07-24,Yves Jongen,-1.2,0.9,ExoClock observation
2018-07-17,Yves Jongen,-1.1,0.9,ExoClock observation
2018-07-17,Maciejewski et al. 2018,-0.1,0.7,ExoClock literature
2018-07-11,Ana\xc3\xabl W\xc3\xbcnsche,0.1,1.0,ExoClock observation
2018-06-30,Alessandro Marchini,-1.7,1.3,ExoClock observation
2018-06-30,Ana\xc3\xabl W\xc3\xbcnsche,1.2,0.9,ExoClock observation
2017-11-19,Mario Morales Aimar,-2.1,1.4,ExoClock observation
2017-10-16,Maciejewski et al. 2018,-0.5,0.6,ExoClock literature
2017-10-16,Ana\xc3\xabl W\xc3\xbcnsche,1.6,0.7,ExoClock observation
2017-09-29,Ana\xc3\xabl W\xc3\xbcnsche,2.2,0.4,ExoClock observation
2017-09-06,Ana\xc3\xabl W\xc3\xbcnsche,0.7,0.9,ExoClock observation
2017-08-16,Maciejewski et al. 2018,-0.3,0.3,ExoClock literature
2017-07-30,Maciejewski et al. 2018,-0.4,0.3,ExoClock literature
2017-07-23,Maciejewski et al. 2018,-0.1,0.3,ExoClock literature
2016-10-02,Patra et al. 2020,0.6,0.6,ExoClock literature
2016-09-26,Patra et al. 2020,-0.6,0.9,ExoClock literature
2016-09-09,Patra et al. 2020,-0.3,0.7,ExoClock literature
2016-09-07,Maciejewski et al. 2018,-0.3,0.4,ExoClock literature
2016-09-01,Maciejewski et al. 2018,-0.4,0.2,ExoClock literature
2016-08-26,Maciejewski et al. 2018,0.0,0.5,ExoClock literature
2016-08-21,Maciejewski et al. 2018,-0.6,0.5,ExoClock literature
2016-07-19,Ana\xc3\xabl W\xc3\xbcnsche,-0.2,0.4,ExoClock observation
2016-07-02,Maciejewski et al. 2018,0.1,0.4,ExoClock literature
2014-09-11,Sada et al. 2016,1.1,0.9,ExoClock literature
2014-08-25,Sada et al. 2016,0.5,0.7,ExoClock literature
2013-08-08,Sada et al. 2016,-0.4,0.8,ExoClock literature
2012-10-04,Sada et al. 2016,0.2,0.8,ExoClock literature
2012-09-23,Sada et al. 2016,-3.0,1.1,ExoClock literature
2012-09-06,Sada et al. 2016,0.8,0.9,ExoClock literature
2011-08-21,Sada et al. 2016,1.5,0.9,ExoClock literature
2011-08-16,Sada et al. 2016,-1.2,0.9,ExoClock literature
2011-08-04,Sada et al. 2016,1.1,0.8,ExoClock literature
2011-06-03,Sada et al. 2016,1.6,0.9,ExoClock literature
2009-01-20,Bakos et al. 2011,-0.0,0.3,ExoClock literature
