,index,date,observer,oc,oce,source
0,11,2020-11-03,Yves Jongen,2.1,0.9,ExoClock observation
1,12,2020-11-01,Yves Jongen,-0.7,0.9,ExoClock observation
2,13,2020-10-31,Yves Jongen,-0.0,1.3,ExoClock observation
3,0,2015-10-24,Wilkins et al. 2017,-1.4,0.6,ExoClock literature
4,1,2015-08-21,Wilkins et al. 2017,0.0,0.4,ExoClock literature
5,2,2014-08-26,Wilkins et al. 2017,-0.7,1.2,ExoClock literature
6,3,2011-11-11,Maxted et al. 2013,1.0,1.9,ExoClock literature
7,4,2011-01-09,Maxted et al. 2013,1.2,0.7,ExoClock literature
8,5,2010-12-24,Maxted et al. 2013,0.2,0.7,ExoClock literature
9,6,2010-10-04,Maxted et al. 2013,1.3,1.3,ExoClock literature
10,7,2010-10-01,Maxted et al. 2013,-1.0,0.6,ExoClock literature
11,8,2010-08-23,Maxted et al. 2013,0.1,0.1,ExoClock literature
12,9,2010-01-24,Maxted et al. 2013,-0.1,0.1,ExoClock literature
13,10,2007-04-30,Hellier et al. 2009,-0.0,0.5,ExoClock literature
