,index,date,observer,oc,oce,source
0,2,2022-03-22,Ivo Peretto,-6.0,5.8,ExoClock observation
1,3,2022-03-05,Sebastien Brouillard,-1.3,0.7,ExoClock observation
2,4,2022-03-05,Jacques Michelet,-3.4,1.0,ExoClock observation
3,5,2022-03-05,Yves Jongen,-6.4,1.2,ExoClock observation
4,6,2022-02-08,Yves Jongen,-6.9,1.4,ExoClock observation
5,7,2022-01-22,Leon Bewersdorff,-3.6,0.6,ExoClock observation
6,8,2021-03-12,Ana\xc3\xabl W\xc3\xbcnsche,1.1,1.0,ExoClock observation
7,9,2021-02-23,Manfred Raetz,-0.9,1.7,ExoClock observation
8,10,2021-02-23,Claudio Lopresti,-1.8,4.3,ExoClock observation
9,11,2021-01-12,Yves Jongen,-3.2,0.6,ExoClock observation
10,12,2020-11-22,Yves Jongen,1.7,1.0,ExoClock observation
11,13,2019-03-27,Ana\xc3\xabl W\xc3\xbcnsche,-2.4,1.0,ExoClock observation
12,0,2013-06-04,Anderson et al. 2015,-0.0,0.1,ExoClock literature
13,1,2012-12-24,Anderson et al. 2014,0.1,0.1,ExoClock literature
