date,observer,oc,oce,source
2020-09-26,Adrian Jones,2.4,3.0,ExoClock observation
2020-09-19,Yves Jongen,1.3,1.4,ExoClock observation
2020-08-16,Francois Regembal,3.8,2.4,ExoClock observation
2020-07-30,Francois Regembal,1.3,2.0,ExoClock observation
2014-10-02,Maciejewski et al. 2016,1.9,1.1,ExoClock literature
2014-09-26,Maciejewski et al. 2016,-1.0,3.0,ExoClock literature
2013-10-27,Petrucci et al. 2015,1.7,1.0,ExoClock literature
2012-07-27,Petrucci et al. 2015,-3.8,3.2,ExoClock literature
2011-08-28,Petrucci et al. 2015,1.9,2.3,ExoClock literature
2010-09-17,Maciejewski et al. 2016,-2.9,2.0,ExoClock literature
2010-04-03,Anderson et al. 2015,-0.9,0.4,ExoClock literature
