date,observer,oc,oceu,ocel,source
2021-10-16 09:20:38.976000256,Yves jongen,-25.632,1.2816,1.2816,ETD
2021-10-11 09:22:46.848000000,Aaav astrofili valdera,-0.72,,,ETD
2020-12-04 09:29:29.472000000,Jordi lopesino,-19.728,4.104,4.104,ETD
2020-11-09 07:31:34.175999744,Manfred raetz,-23.472,1.224,1.224,ETD
2020-08-23 13:17:35.232000000,Yves jongen,-43.92,2.0448,2.0448,ETD
2020-07-19 11:08:30.336000000,Jean plazas,-13.392,4.392,4.392,ETD
2019-12-29 07:57:31.967999744,Jean plazas,-0.432,,,ETD
2019-09-12 11:24:06.048000000,Pau bosch,-23.472,2.016,2.016,ETD
2019-09-07 11:02:41.280000000,Yves jongen,-22.032,2.232,2.232,ETD
2019-08-28 10:29:11.616000000,F. lomoz,-9.936,5.8176,5.8176,ETD
2019-08-28 10:27:02.016000000,F. lomoz,-12.096,10.4544,10.4544,ETD
2019-08-23 09:59:25.728000256,Yves jongen,-16.992,1.8576,1.8576,ETD
2018-10-21 11:14:44.447999744,F. lomoz,9.792,2.232,2.232,ETD
2018-10-21 10:53:29.184000000,F. lomoz,-11.376,4.6656,4.6656,ETD
2017-11-19 09:24:02.880000000,Pere guerra,-12.528,1.9584,1.9584,ETD
2017-10-30 08:06:38.015999744,Lomoz f.,1.296,3.1824,3.1824,ETD
2017-10-30 07:58:47.136000000,F. lomoz,-6.624,3.7728,3.7728,ETD
2017-10-30 07:54:12.384000000,Marc bretton,-11.088,2.4768,2.4768,ETD
2017-07-29 12:47:31.200000256,Mario morales,-15.84,2.6496,2.6496,ETD
2016-12-28 08:51:40.608000000,Matthieu bachschmidt,-2.16,3.7296,3.7296,ETD
2016-12-28 08:47:10.176000256,Suricate48,-6.768,3.384,3.384,ETD
2016-12-23 08:25:07.392000000,Marc bretton,-5.904,1.872,1.872,ETD
2016-12-23 08:23:31.488000256,Marc bretton,-7.488,1.4832,1.4832,ETD
2016-12-23 08:17:51.072000000,Walter czech,-13.248,2.7648,2.7648,ETD
2016-12-23 08:15:44.063999744,Walter czech,-15.408,2.7792,2.7792,ETD
2016-12-18 08:08:09.600000000,Plazas,-0.144,,,ETD
2015-10-06 10:52:19.200000000,Alsubai et al. (2016),0.0,0.144,0.144,ETD
