date,observer,oc,oce,source
2022-03-07,Yves Jongen,1.5,1.3,ExoClock observation
2022-03-06,Yves jongen,-0.864,0.9936,ETD
2021-08-21,Ivo Peretto,-1.8,1.9,ExoClock observation
2021-06-29,Yves Jongen,-2.1,1.0,ExoClock observation
2021-06-28,Yves jongen,-9.36,1.0944,ETD
2021-06-21,Caat - centro astronomico del alto turia,-9.072,3.8448,ETD
2021-06-21,Adam Popowicz,0.0,1.6,ExoClock observation
2021-06-21,GONZALO FORNAS,0.3,3.3,ExoClock observation
2021-06-04,Francois Regembal,-0.6,2.3,ExoClock observation
2021-05-27,Carmelo Falco,-2.7,1.7,ExoClock observation
2021-05-27,Alessandro Nastasi,-0.7,2.9,ExoClock observation
2021-05-09,Adam Popowicz,-3.0,3.3,ExoClock observation
2021-05-09,Carmelo Falco,-4.0,1.2,ExoClock observation
2021-05-09,Alessandro Nastasi,0.7,2.2,ExoClock observation
2021-04-22,John Savage,1.5,1.3,ExoClock observation
2021-04-22,Adrian Jones,0.2,1.6,ExoClock observation
2021-03-31,Billy Edwards,-0.1,2.4,ExoClock observation
2020-08-06,Yves Jongen,2.3,1.3,ExoClock observation
2020-08-06,Yves jongen,-2.304,1.44,ETD
2020-07-19,Yves jongen,-1.728,1.5552,ETD
2020-07-02,jean pascal vignes,-0.5,2.0,ExoClock observation
2020-06-06,Alberto tomatis,1.728,8.064,ETD
2020-06-06,Matthias Mallonn,1.4,0.7,ExoClock observation
2020-06-06,Alberto Tomatis,-4.9,2.0,ExoClock observation
2020-05-20,Adrian Jones,-3.8,1.7,ExoClock observation
2020-05-16,Billy Edwards,3.3,3.0,ExoClock observation
2020-03-19,Jean plazas,-4.464,6.336,ETD
2019-09-04,ESSEIVA nicolas,-2.2,1.7,ExoClock ETD
2019-09-04,Esseiva nicolas,-3.168,1.7424,ETD
2019-07-05,Fran campos,-2.304,1.2096,ETD
2019-07-05,Fran Campos,-1.2,1.2,ExoClock ETD
2019-07-05,F. lomoz,-2.16,4.9824,ETD
2019-07-05,F. lomoz,7.488,2.3904,ETD
2019-06-18,Pere Guerra,1.2,1.3,ExoClock ETD
2019-06-17,Pere guerra,0.144,1.296,ETD
2019-05-05,Pere Guerra,3.6,1.4,ExoClock ETD
2019-05-05,Yves jongen,-2.016,1.1232,ETD
2019-05-05,Pere guerra,2.448,1.368,ETD
2018-04-20,F. lomoz,-1.728,2.4336,ETD
2018-04-20,Yves jongen,0.864,1.4832,ETD
2018-04-20,Matthieu bachschmidt,-3.024,2.232,ETD
2018-04-20,F. Lomoz,-3.3,2.0,ExoClock ETD
2018-04-20,F. lomoz,-4.464,1.9728,ETD
2017-05-18,František Lomoz,-6.7,2.2,ExoClock ETD
2017-05-18,František Lomoz,-3.5,1.6,ExoClock ETD
2017-05-18,František lomoz,-7.776,2.1888,ETD
2017-05-18,František lomoz,-4.608,1.6416,ETD
2017-04-13,David Molina,-1.9,2.8,ExoClock ETD
2017-04-12,David molina,-3.024,2.7936,ETD
2016-09-27,CAA1 S39 Astro Queyras,-1.0,1.2,ExoClock ETD
2016-09-27,Caa1 s39 astro queyras,-2.16,1.152,ETD
2014-03-14,Juncher et al. 2015,0.3,0.4,ExoClock literature
2014-03-13,Juncher et al. (2015),-0.72,0.3888,ETD
