,index,date,observer,oc,oce,source
0,13,2021-04-05,Simon Dawes,5.2,4.3,ExoClock observation
1,14,2021-04-05,David Wright,-2.1,2.4,ExoClock observation
2,17,2021-04-05,John Savage,-6.7,1.2,ExoClock observation
3,16,2021-04-05,Martin Smith,-6.3,4.3,ExoClock observation
4,15,2021-04-05,Martin Crow,-2.4,2.3,ExoClock observation
5,18,2020-07-07,Ana\xc3\xabl W\xc3\xbcnsche,-3.6,3.2,ExoClock observation
6,20,2020-03-26,John Savage,-3.0,3.0,ExoClock observation
7,19,2020-03-26,Manfred Raetz,1.0,1.9,ExoClock observation
8,21,2019-03-16,Ana\xc3\xabl W\xc3\xbcnsche,3.4,3.2,ExoClock observation
9,23,2018-04-19,Alessandro Marchini,-0.2,3.5,ExoClock observation
10,22,2018-04-19,Yves Jongen,0.2,1.7,ExoClock observation
11,24,2015-06-27,Ana\xc3\xabl W\xc3\xbcnsche,1.6,1.3,ExoClock observation
12,25,2014-04-16,Claudio Lopresti,5.1,5.8,ExoClock observation
13,0,2010-03-29,Winn et al. 2011,-0.4,1.1,ExoClock literature
14,1,2008-07-07,Christiansen et al. 2011,-0.3,0.9,ExoClock literature
15,2,2008-07-04,Christiansen et al. 2011,-2.3,0.9,ExoClock literature
16,3,2008-07-01,Christiansen et al. 2011,0.9,0.9,ExoClock literature
17,4,2008-02-12,Christiansen et al. 2011,0.2,0.8,ExoClock literature
18,5,2008-02-09,Christiansen et al. 2011,1.5,1.2,ExoClock literature
19,6,2008-02-06,Christiansen et al. 2011,-1.3,0.8,ExoClock literature
20,7,2008-02-03,Christiansen et al. 2011,-2.5,1.0,ExoClock literature
21,8,2008-01-30,Christiansen et al. 2011,0.6,0.8,ExoClock literature
22,9,2008-01-27,Christiansen et al. 2011,-0.9,0.9,ExoClock literature
23,10,2008-01-24,Christiansen et al. 2011,-2.8,1.0,ExoClock literature
24,11,2007-05-28,Kov\xc3\xa1cs et al. 2007,0.7,0.9,ExoClock literature
25,12,2007-05-25,Kov\xc3\xa1cs et al. 2007,1.2,0.4,ExoClock literature
