,index,date,observer,oc,oce,source
0,19,2022-02-24,Jean-Claude MARIO,-0.5,1.2,ExoClock observation
1,20,2022-01-26,Paolo Arcangelo Matassa,-1.8,1.9,ExoClock observation
2,21,2021-07-07,Andrius Bruzas,0.9,1.9,ExoClock observation
3,22,2021-06-08,Jean-Louis NAUDIN,-3.3,2.0,ExoClock observation
4,23,2021-05-05,Andre Kovacs,-2.6,2.9,ExoClock observation
5,25,2021-04-14,Didier Laloum,-0.1,1.2,ExoClock observation
6,24,2021-04-14,Ana\xc3\xabl W\xc3\xbcnsche,3.4,1.2,ExoClock observation
7,26,2021-04-09,Carmelo Falco,-0.5,1.2,ExoClock observation
8,29,2021-03-16,Martin Smith,-2.0,2.0,ExoClock observation
9,28,2021-03-16,Claudio Lopresti,-2.0,1.9,ExoClock observation
10,27,2021-03-16,Fabio Mortari,-1.3,1.7,ExoClock observation
11,30,2021-02-13,Leon Bewersdorff,-1.4,1.6,ExoClock observation
12,31,2020-06-08,Taewoo Kim,-0.1,0.4,ExoClock observation
13,32,2020-05-28,Alberto Tomatis,2.7,1.2,ExoClock observation
14,33,2020-05-10,Taewoo Kim,0.3,0.6,ExoClock observation
15,36,2020-04-02,Mark Phillips,-0.8,1.9,ExoClock observation
16,37,2020-04-02,Mauro Cal\xc3\xb3,-1.1,1.4,ExoClock observation
17,35,2020-04-02,Manfred Raetz,3.3,0.9,ExoClock observation
18,34,2020-04-02,Fabio Mortari,3.6,2.2,ExoClock observation
19,38,2020-03-28,Manfred Raetz,-2.0,1.0,ExoClock observation
20,39,2020-03-10,Wonseok Kang,-0.8,0.4,ExoClock observation
21,40,2019-06-17,Ana\xc3\xabl W\xc3\xbcnsche,0.4,1.4,ExoClock observation
22,41,2019-03-25,Mario Morales Aimar,-1.8,1.3,ExoClock observation
23,42,2019-03-22,Ana\xc3\xabl W\xc3\xbcnsche,-0.3,0.7,ExoClock observation
24,43,2019-03-20,Ana\xc3\xabl W\xc3\xbcnsche,0.6,1.3,ExoClock observation
25,44,2019-03-17,Ana\xc3\xabl W\xc3\xbcnsche,-2.9,0.9,ExoClock observation
26,45,2019-02-21,Ana\xc3\xabl W\xc3\xbcnsche,-1.8,1.3,ExoClock observation
27,46,2019-02-19,Ana\xc3\xabl W\xc3\xbcnsche,1.5,0.4,ExoClock observation
28,47,2019-02-19,Ana\xc3\xabl W\xc3\xbcnsche,-1.3,1.7,ExoClock observation
29,48,2016-03-21,Ana\xc3\xabl W\xc3\xbcnsche,2.5,2.0,ExoClock observation
30,49,2016-03-21,Ana\xc3\xabl W\xc3\xbcnsche,0.1,0.9,ExoClock observation
31,50,2016-03-18,Ana\xc3\xabl W\xc3\xbcnsche,-0.6,2.0,ExoClock observation
32,0,2015-05-07,Mancini et al. 2018,-0.2,0.8,ExoClock literature
33,51,2015-03-07,Ana\xc3\xabl W\xc3\xbcnsche,-1.3,1.3,ExoClock observation
34,52,2013-04-16,Claudio Lopresti,-1.8,1.4,ExoClock observation
35,2,2010-05-27,Sada et al. 2012,0.8,0.3,ExoClock literature
36,1,2010-05-27,Sada et al. 2012,1.1,0.7,ExoClock literature
37,3,2010-04-08,Nascimbeni et al. 2011,-1.3,0.2,ExoClock literature
38,4,2009-05-26,Gibson et al. 2010,-0.3,0.7,ExoClock literature
39,5,2009-05-24,Gibson et al. 2010,-0.0,0.5,ExoClock literature
40,7,2009-05-15,Sada et al. 2012,-0.1,0.4,ExoClock literature
41,6,2009-05-15,Sada et al. 2012,1.9,0.7,ExoClock literature
42,8,2009-04-27,Gibson et al. 2010,0.9,0.6,ExoClock literature
43,9,2009-04-25,Gibson et al. 2010,-0.6,0.9,ExoClock literature
44,10,2009-04-16,Chan et al. 2011,0.1,0.5,ExoClock literature
45,11,2009-03-29,Gibson et al. 2010,0.5,0.8,ExoClock literature
46,12,2009-03-15,Chan et al. 2011,-0.3,0.6,ExoClock literature
47,13,2009-01-28,Gibson et al. 2010,-0.8,0.5,ExoClock literature
48,15,2009-01-25,Chan et al. 2011,0.2,0.1,ExoClock literature
49,14,2009-01-25,Gibson et al. 2010,0.4,0.3,ExoClock literature
50,16,2008-04-07,Chan et al. 2011,1.0,0.5,ExoClock literature
51,17,2008-03-09,Chan et al. 2011,0.1,0.6,ExoClock literature
52,18,2007-04-28,Torres et al. 2007,-0.1,4.2,ExoClock literature
