date,observer,oc,oce,source
2020-08-11,Dim Stouraitis,-2.6,2.3,ExoClock observation
2020-08-11,Adam Popowicz,2.3,5.8,ExoClock observation
2020-08-01,Yves Jongen,3.2,1.2,ExoClock observation
2020-07-15,Mauro Cal\xc3\xb3,0.0,2.6,ExoClock observation
2020-06-19,Francois Regembal,1.3,1.6,ExoClock observation
2019-07-20,Ana\xc3\xabl W\xc3\xbcnsche,2.6,1.2,ExoClock observation
2018-08-04,Wakeford et al. 2020,-1.2,0.4,ExoClock literature
2018-08-04,Wakeford et al. 2020,-0.2,0.4,ExoClock literature
2018-08-02,Wakeford et al. 2020,-3.4,2.0,ExoClock literature
2018-08-02,Wakeford et al. 2020,-0.2,0.9,ExoClock literature
2018-06-11,Wakeford et al. 2020,-0.1,0.5,ExoClock literature
2018-05-07,Wakeford et al. 2020,-0.1,0.5,ExoClock literature
2017-09-04,Wakeford et al. 2020,-1.5,1.7,ExoClock literature
2017-02-03,Wakeford et al. 2020,0.2,0.4,ExoClock literature
2017-01-18,Wakeford et al. 2020,0.6,0.3,ExoClock literature
2016-10-16,Wakeford et al. 2020,-0.8,1.2,ExoClock literature
2009-06-01,Hartman et al. 2012,-0.7,1.5,ExoClock literature
