,index,date,observer,oc,oce,source
0,12,2022-03-22,jean pascal vignes,0.7,0.9,ExoClock observation
1,13,2022-02-09,Yves Jongen,-1.5,0.6,ExoClock observation
2,14,2022-01-18,Yves Jongen,0.0,0.7,ExoClock observation
3,15,2021-03-22,Yves Jongen,0.7,0.6,ExoClock observation
4,16,2021-03-03,Yves Jongen,0.5,0.9,ExoClock observation
5,17,2020-12-30,Yves Jongen,0.9,0.7,ExoClock observation
6,18,2020-12-27,Yves Jongen,-1.7,0.6,ExoClock observation
7,19,2020-12-19,Yves Jongen,1.6,0.7,ExoClock observation
8,20,2020-11-27,Yves Jongen,-2.2,1.2,ExoClock observation
9,21,2020-11-16,Yves Jongen,0.3,1.0,ExoClock observation
10,22,2020-10-17,Yves Jongen,1.1,1.0,ExoClock observation
11,23,2020-02-10,Yves Jongen,1.2,1.2,ExoClock observation
12,24,2020-02-02,Yves Jongen,-1.3,1.2,ExoClock observation
13,25,2020-01-30,Yves Jongen,0.1,1.7,ExoClock observation
14,26,2020-01-08,Yves Jongen,0.6,1.0,ExoClock observation
15,0,2015-12-10,Koz\xc5\x82owski et al. 2017,-1.6,1.4,ExoClock literature
16,1,2012-01-13,Gillon et al. 2013,-1.5,0.4,ExoClock literature
17,2,2011-12-22,Gillon et al. 2013,0.0,0.3,ExoClock literature
18,3,2011-12-11,Gillon et al. 2013,-0.3,0.6,ExoClock literature
19,4,2011-11-30,Gillon et al. 2013,-0.0,0.4,ExoClock literature
20,5,2011-11-22,Gillon et al. 2013,0.3,0.5,ExoClock literature
21,6,2011-10-31,Gillon et al. 2013,0.6,0.4,ExoClock literature
22,8,2011-10-20,Gillon et al. 2013,-0.3,0.5,ExoClock literature
23,7,2011-10-20,Gillon et al. 2013,1.6,0.4,ExoClock literature
24,9,2011-04-05,Gillon et al. 2013,-0.1,0.5,ExoClock literature
25,10,2011-02-23,Gillon et al. 2013,-0.7,0.8,ExoClock literature
26,11,2011-01-21,Gillon et al. 2013,-1.8,0.7,ExoClock literature
