,index,date,observer,oc,oce,source
0,72,2021-09-11,Didier Laloum,-0.5,1.2,ExoClock observation
1,73,2021-08-29,Dominique DANIEL,1.6,0.9,ExoClock observation
2,74,2021-08-29,Giorgio Baj,0.6,0.7,ExoClock observation
3,75,2021-08-25,Bernhard Wenzel,2.4,1.3,ExoClock observation
4,76,2021-08-08,Georgios Lekkas,-0.3,1.7,ExoClock observation
5,77,2021-08-08,Bernhard Wenzel,-3.2,2.0,ExoClock observation
6,78,2021-07-22,Enrique Arce,-1.0,1.0,ExoClock observation
7,79,2021-07-09,Coliac Jean-fran\xc3\xa7ois,-0.6,0.9,ExoClock observation
8,80,2021-07-06,Andras Dan,-0.4,0.9,ExoClock observation
9,81,2021-07-02,Alexandre Santos,-0.3,3.0,ExoClock observation
10,83,2021-06-26,Attilio Bruzzone,-1.8,1.3,ExoClock observation
11,82,2021-06-26,Giorgio Baj,-1.1,1.7,ExoClock observation
12,84,2021-06-22,Adam Popowicz,-2.0,0.7,ExoClock observation
13,85,2021-06-19,Alessandro Marchini,0.3,1.0,ExoClock observation
14,86,2021-06-19,Ivo Peretto,-0.2,0.6,ExoClock observation
15,87,2021-06-07,Andre Kovacs,2.3,2.2,ExoClock observation
16,88,2021-06-05,Bruno Guillet,1.6,2.9,ExoClock observation
17,89,2021-06-02,Francois Regembal,-0.8,0.9,ExoClock observation
18,90,2021-05-30,Andre Kovacs,0.8,2.4,ExoClock observation
19,91,2021-05-23,Thibaut HUMBERT,1.7,1.3,ExoClock observation
20,92,2021-05-17,Andre Kovacs,-0.1,1.7,ExoClock observation
21,93,2021-04-30,Andre Kovacs,1.5,2.6,ExoClock observation
22,94,2021-04-23,Claudio Lopresti,-1.8,4.3,ExoClock observation
23,95,2021-04-19,\xc3\x9cllar Kivila,2.8,1.2,ExoClock observation
24,96,2021-04-16,Adrian Jannetta,1.5,0.9,ExoClock observation
25,97,2021-04-13,Andre Kovacs,0.2,3.6,ExoClock observation
26,98,2021-04-02,David Bennett,-3.4,1.2,ExoClock observation
27,101,2021-03-30,Danilo Sedita,-1.3,0.7,ExoClock observation
28,99,2021-03-30,Yves Jongen,0.4,0.9,ExoClock observation
29,100,2021-03-30,Jean-Baptiste Marquette,-0.7,1.7,ExoClock observation
30,102,2021-03-30,Mauro Cal\xc3\xb3,-1.6,1.2,ExoClock observation
31,103,2021-03-27,Andre Kovacs,0.2,3.2,ExoClock observation
32,104,2021-03-26,Yves Jongen,-0.4,0.9,ExoClock observation
33,105,2021-03-13,Yves Jongen,-0.1,1.0,ExoClock observation
34,106,2021-03-09,Yves Jongen,-0.5,0.6,ExoClock observation
35,107,2020-09-13,Manfred Raetz,-1.1,0.4,ExoClock observation
36,108,2020-08-10,T\xc3\xb5nis Eenm\xc3\xa4e,-1.5,0.6,ExoClock observation
37,109,2020-08-10,T\xc3\xb5nis Eenm\xc3\xa4e,-2.0,0.4,ExoClock observation
38,110,2020-08-06,Pierre Valeau,-3.1,1.2,ExoClock observation
39,111,2020-08-06,Pavel Pintr,-3.2,2.3,ExoClock observation
40,114,2020-07-24,Iakovos Strikis,0.7,1.3,ExoClock observation
41,112,2020-07-24,Pierros Papadeas,2.3,0.7,ExoClock observation
42,113,2020-07-24,Dim Stouraitis,1.5,1.2,ExoClock observation
43,115,2020-07-24,Constantinos Aggelis,-1.3,2.7,ExoClock observation
44,116,2020-07-07,Yves Jongen,-0.5,0.4,ExoClock observation
45,117,2020-06-05,Martin Fowler,-0.3,4.3,ExoClock observation
46,118,2020-05-31,Keith Rickard,-1.5,0.9,ExoClock observation
47,119,2020-05-28,Martin Fowler,2.5,1.7,ExoClock observation
48,120,2020-05-17,Fabio Mortari,-1.2,1.3,ExoClock observation
49,121,2020-05-17,Stephane Neveu,-1.6,1.6,ExoClock observation
50,122,2020-05-17,Francois Regembal,-2.4,0.9,ExoClock observation
51,123,2020-05-17,EMMANUEL BESSON,-3.3,1.4,ExoClock observation
52,126,2020-05-14,Martin Crow,-0.2,0.9,ExoClock observation
53,127,2020-05-14,Keith Rickard,-2.4,1.0,ExoClock observation
54,125,2020-05-14,John Savage,0.2,0.6,ExoClock observation
55,124,2020-05-14,Simon Dawes,1.2,1.3,ExoClock observation
56,128,2020-05-08,Vikrant Kumar Agnihotri,0.3,2.9,ExoClock observation
57,129,2020-04-27,Manfred Raetz,-1.5,0.4,ExoClock observation
58,130,2020-04-27,Simon Dawes,-2.0,0.6,ExoClock observation
59,131,2020-04-25,Wonseok Kang,4.0,0.4,ExoClock observation
60,132,2020-04-25,Taewoo Kim,-1.1,0.3,ExoClock observation
61,133,2020-04-15,Roger Dymock,-1.9,3.3,ExoClock observation
62,134,2020-04-13,John Savage,-2.4,0.9,ExoClock observation
63,136,2020-04-10,Fabio Mortari,-0.3,0.7,ExoClock observation
64,137,2020-04-10,Alberto Tomatis,-2.2,0.6,ExoClock observation
