,index,date,observer,oc,oce,source
0,11,2021-11-01,Martin Crow,-3.4,2.7,ExoClock observation
1,12,2021-06-26,Adam Popowicz,-7.1,2.7,ExoClock observation
2,13,2021-05-05,Adam Popowicz,5.1,4.3,ExoClock observation
3,14,2021-04-13,Martin Crow,-4.6,3.0,ExoClock observation
4,15,2020-07-18,Francois Regembal,1.8,2.3,ExoClock observation
5,16,2020-05-23,Nikolaos Paschalis,-2.6,2.3,ExoClock observation
6,17,2020-04-23,Adrian Jones,3.5,5.8,ExoClock observation
7,18,2015-09-25,Ana\xc3\xabl W\xc3\xbcnsche,0.9,3.3,ExoClock observation
8,19,2011-08-31,Filip Walter,-1.4,1.6,ExoClock observation
9,0,2010-08-22,Wong et al. 2016,1.1,0.7,ExoClock literature
10,1,2010-08-11,Wong et al. 2016,-0.2,1.0,ExoClock literature
11,2,2008-08-31,Christiansen et al. 2010,-2.7,1.3,ExoClock literature
12,3,2008-08-28,Christiansen et al. 2010,4.3,1.1,ExoClock literature
13,4,2008-08-26,Christiansen et al. 2010,-1.2,1.2,ExoClock literature
14,5,2008-08-24,Christiansen et al. 2010,-4.4,1.4,ExoClock literature
15,6,2008-08-22,Christiansen et al. 2010,0.6,1.6,ExoClock literature
16,7,2008-08-20,Christiansen et al. 2010,-3.4,1.7,ExoClock literature
17,8,2008-08-17,Christiansen et al. 2010,0.1,1.1,ExoClock literature
18,9,2008-08-09,Christiansen et al. 2010,-5.2,1.7,ExoClock literature
19,10,2006-02-23,P\xc3\xa1l et al. 2008,2.6,1.4,ExoClock literature
